Gene_ID	Level	LogFC	Size..aa.	Final.Description	X.1st.BLASTp.hit...if.blank..see.next.column.	X.1st.BLASTp.hit...blank.are.real.orphans..	KO.	Name.KEGG	Annotation	X.GO.Terms	GO.Terms	Enzyme.Code	SignalP	Gene_ID.y	B_T1_Rep1	B_T1_Rep2	B_T1_Rep3	B_T1_Rep4	B_T2_Rep1	B_T2_Rep2	B_T2_Rep3	B_T2_Rep4	protein_ID	transcript_ID
gene_3937	2.63042866463641	0.984827434559522	358	Esterase/lipase/thioesterase	Togninia minima	Ophiostoma piceae			esterase lipase thioesterase	2	F:hydrolase activity; P:metabolic process		N	gene_3956	0	2	12	0	2	3	0	0	1982516	1982770
gene_3938	5.29786566183613	1.85183520781263	203	Ubiquitin carboxyl-terminal hydrolase 19	Grosmannia clavigera	Ophiostoma piceae			zinc mynd-type domain containing protein	2	F:metal ion binding; F:zinc ion binding		N	gene_3957	14	4	0	42	2	2	0	6	1982517	1982771
gene_3939	46.3479176106257	1.54616579058092	459	Mannan endo-1,6-alpha-mannosidase DCW1	Togninia minima	Ophiostoma piceae	K08257	E3.2.1.101; mannan endo-1,6-alpha-mannosidase [EC:3.2.1.101]	glycoside hydrolase family 76 protein	2	F:mannan endo-1,6-alpha-mannosidase activity; P:carbohydrate catabolic process	EC:3.2.1.101	Y	gene_3958	62	16	148	273	29	19	4	64	1982518	1982772
gene_394	2.23245560821134	0.108464666434931	337	Mitochondrial metalloendopeptidase OMA1	Grosmannia clavigera	Ophiostoma piceae			mitochondrial metalloendopeptidase oma1	2	P:primary metabolic process; F:metallopeptidase activity	-	N	gene_395	6	0	4	11	2	0	0	16	1978955	1979209
gene_3940	26.4443708119944	-0.0177610098554742	905	Extracellular developmental signal biosynthesis protein	Grosmannia clavigera	Ophiostoma piceae			glutamine synthetase-like protein	2	P:metabolic process; F:catalytic activity	-	N	gene_3959	44	0	56	137	26	22	10	38	1982519	1982773
gene_3941	21.7472262002617	-0.115405218028944	392	ER-derived vesicles protein 41	Grosmannia clavigera	Ophiostoma piceae			copii-coated vesicle protein	1	F:molecular_function		N	gene_3960	36	10	24	37	20	16	8	50	1982520	1982774
gene_3942	13.0140082919368	0.100326705892873	620	Ubiquinone biosynthesis protein	Grosmannia clavigera	Ophiostoma piceae	K08869	ADCK, ABC1; aarF domain-containing kinase	ubiquinone biosynthesis protein	1	F:transferase activity, transferring phosphorus-containing groups	-	N	gene_3961	5	4	29	54	11	11	2	43	1982521	1982775
gene_3943	3.42482329131723	1.01019846110976	302	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_930	3	F:molecular_function; P:biological_process; C:cellular_component		N	gene_3962	22	0	9	6	4	2	0	4	1982522	1982776
gene_3944	24.3254056927707	-0.0424044534123929	511	Peroxisomal membrane protein receptor	Grosmannia clavigera	Ophiostoma piceae	K13337	PEX19; peroxin-19	peroxisomal membrane protein receptor	1	C:peroxisome		N	gene_3963	45	10	22	65	49	16	4	49	1982523	1982777
gene_3945	35.6456216935147	1.39041683567789	600	Putative sterigmatocystin biosynthesis monooxygenase stcW	Grosmannia clavigera	Ophiostoma piceae			flavin-binding monooxygenase	1	F:monooxygenase activity	-	N	gene_3964	165	0	51	268	26	12	0	92	1982524	1982778
gene_3946	22.9877712662687	0.921133355339149	419	Histidine protein methyltransferase 1 (Mitotic exit network interactor 1)	Sordaria macrospora	Ophiostoma piceae			hypothetical protein SMAC_00233	2	P:biological_process; C:cellular_component		N	gene_3965	103	4	44	71	21	18	0	48	1982525	1982779
gene_3947	73.9576528255515	0.0215366445713958	240	Putative uncharacterized protein	Verticillium alfalfae	Sporothrix schenckii			extracellular matrix protein	3	F:molecular_function; P:biological_process; C:cellular_component		Y	gene_3966	180	13	88	299	80	52	32	76	1982526	1982780
gene_3948	20.4487444360262	-1.51569443690242	398	Protein phosphatase 2C homolog 7, mitochondrial	Togninia minima	Ophiostoma piceae			5-azacytidine resistance protein azr1	4	P:metabolic process; F:catalytic activity; P:biological_process; C:cellular_component		N	gene_3967	23	0	20	46	37	27	8	58	1982527	1982781
gene_3949	55.3396148322463	-0.352668013108231	292	Succinate dehydrogenase iron-sulfur subunit, mitochondrial	Pestalotiopsis fici	Ophiostoma piceae	K00235	SDHB, SDH2; succinate dehydrogenase (ubiquinone) iron-sulfur subunit [EC:1.3.5.1]	succinate dehydrogenase iron-sulfur subunit	4	F:oxidoreductase activity; P:tricarboxylic acid cycle; F:electron carrier activity; F:2 iron, 2 sulfur cluster binding	-	N	gene_3968	85	14	103	90	64	25	21	189	1982528	1982782
gene_395	8.23413000805392	0.109090094504835	284	Acyl-CoA dehydrogenase family member 10 (ACAD-10)	Grosmannia clavigera	Ophiostoma piceae			haloacid dehalogenase-like hydrolase	1	F:hydrolase activity	-	N	gene_396	11	0	17	53	22	6	0	12	1978956	1979210
gene_3950	18.0753721111567	-1.1662164410175	198	Putative uncharacterized protein	Togninia minima	Ophiostoma piceae			hypothetical protein GGTG_10186	0	-		Y	gene_3969	6	0	20	82	78	22	0	16	1982529	1982783
gene_3951	21.886685570415	-0.764728556766296	663	3-phytase A	Grosmannia clavigera	Ophiostoma piceae			3-phytase a precursor	1	F:acid phosphatase activity	EC:3.1.3.2	N	gene_3970	20	7	18	49	16	25	12	41	1982530	1982784
gene_3952	14.3517242832245	-0.949935146626863	574	Ammonium transporter MEP3	Grosmannia clavigera	Sporothrix schenckii	K03320	amt, AMT, MEP; ammonium transporter, Amt family	ammonium transporter mep1	4	P:ammonium transmembrane transport; C:integral to membrane; P:nitrogen utilization; F:ammonium transmembrane transporter activity	-	N	gene_3971	14	0	6	82	24	16	0	83	1982531	1982785
gene_3953	2.09959877888476	0.806840741514249	671	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_909	6	F:transferase activity, transferring phosphorus-containing groups; F:ATP binding; F:protein kinase activity; P:protein phosphorylation; C:cellular_component; F:protein tyrosine kinase activity		N	gene_3972	6	0	8	10	4	0	0	4	1982532	1982786
gene_3954	31.8847287750752	-0.498342642550619	762	Putative uncharacterized protein	Gaeumannomyces graminis	Ophiostoma piceae			hypothetical protein GGTG_01481	0	-		N	gene_3973	48	0	71	99	47	19	12	91	1982533	1982787
gene_3955	1.22940969143989	1.42172637618735	383	TfdA family Taurine catabolism dioxygenase TauD	Colletotrichum fioriniae	Ophiostoma piceae			family taurine catabolism dioxygenase	1	F:oxidoreductase activity	-	N	gene_3974	6	0	0	18	0	0	0	2	1982534	1982788
gene_3956	0	0	39	Putative uncharacterized protein	 				---NA---	0	-		N	gene_3975	0	0	0	0	0	0	0	0	1982535	1982789
gene_3957	56.4827445425013	-0.459041401278323	679	Putative uncharacterized protein	Chaetomium thermophilum	Ophiostoma piceae			g-protein coupled receptor	3	C:integral to membrane; P:G-protein coupled receptor signaling pathway; F:G-protein coupled receptor activity	-	N	gene_3976	99	0	138	138	62	64	16	145	1982536	1982790
gene_3958	32.4972045813321	-0.598916825627299	415	Endoglucanase (Cellulase)	Gaeumannomyces graminis	Ophiostoma piceae			endoglucanase e1	3	P:carbohydrate metabolic process; F:hydrolase activity, hydrolyzing O-glycosyl compounds; F:cation binding	EC:3.2.1.0	N	gene_3977	39	0	85	77	46	30	12	75	1982537	1982791
gene_3959	9.15098581394255	0.880963934836808	1 098	Putative uncharacterized protein	Thielavia terrestris	Ophiostoma piceae			hypothetical protein THITE_2120949	3	F:molecular_function; P:biological_process; C:cellular_component		N	gene_3978	20	2	30	33	4	10	0	18	1982538	1982792
gene_396	109.248207204629	0.3000363919652	303	60S ribosomal protein L5 (CPR4)	Togninia minima	Ophiostoma piceae	K02932	RP-L5e, RPL5; large subunit ribosomal protein L5e	60s ribosomal protein l5	4	C:ribosome; F:5S rRNA binding; F:structural constituent of ribosome; P:translation	-	N	gene_397	221	43	152	334	92	56	26	325	1978957	1979211
gene_3960	2.41700000968615	0.287899390423212	601	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			swim zinc finger protein	1	F:zinc ion binding		N	gene_3979	6	0	4	16	10	0	0	0	1982539	1982793
gene_3961	19.8632403881611	0.880282095022578	681	Tyrosine-protein phosphatase CDC14	Grosmannia clavigera	Ophiostoma piceae	K06639	CDC14; cell division cycle 14 [EC:3.1.3.48]	dual specificity phosphatase	4	F:protein tyrosine phosphatase activity; F:protein tyrosine/serine/threonine phosphatase activity; P:regulation of exit from mitosis; P:peptidyl-tyrosine dephosphorylation	EC:3.1.3.48	N	gene_3980	75	2	38	98	16	3	8	15	1982540	1982794
gene_3962	11.04438759597	0.0322825655715913	108	Polarized growth chromatin-associated controller 1	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_1025	3	F:molecular_function; P:biological_process; C:cellular_component		N	gene_3981	7	6	22	14	5	18	2	17	1982541	1982795
gene_3963	49.8564784919735	0.105776700909902	841	Sulfate permease 2	Grosmannia clavigera	Ophiostoma piceae	K14708	SLC26A11; solute carrier family 26 (sodium-independent sulfate anion transporter), member 11	sulfate permease	4	C:integral to membrane; F:secondary active sulfate transmembrane transporter activity; P:sulfate transport; P:transmembrane transport	-	N	gene_3982	153	18	32	121	62	14	23	76	1982542	1982796
gene_3964	93.9151713363847	0.105429186531668	118	Translation initiation factor eIF-1	Grosmannia clavigera	Ophiostoma piceae	K03113	EIF1, SUI1; translation initiation factor 1	protein translation factor sui1	2	P:translational initiation; F:translation initiation factor activity	-	N	gene_3983	260	24	93	317	115	34	33	217	1982543	1982797
gene_3965	8.37644484590242	-0.899324314563335	530	Mitotic check point protein	Grosmannia clavigera	Ophiostoma piceae	K02179	BUB2; cell cycle arrest protein BUB2	mitotic check point protein	1	P:regulation of Rab GTPase activity	-	N	gene_3984	22	0	7	18	10	6	6	12	1982544	1982798
gene_3966	17.507182864264	-0.100719472764528	509	PAQR1	Grosmannia clavigera	Ophiostoma piceae	K07036	Unclassified; Poorly Characterized	hemolysin-iii family protein	1	C:integral to membrane	-	N	gene_3985	26	2	36	69	11	12	8	38	1982545	1982799
gene_3967	28.3985273882778	0.235415759537639	218	Uncharacterized THOC5 family protein	Grosmannia clavigera	Ophiostoma piceae	K13174	THOC5; THO complex subunit 5	hypothetical protein CMQ_817	0	-		N	gene_3986	51	2	81	107	39	13	8	54	1982546	1982800
gene_3969	0.335552097882499	0.740801690327245	655	Putative uncharacterized protein	Thielavia terrestris	Ophiostoma piceae			hypothetical protein THITE_45171	3	F:molecular_function; P:biological_process; C:cellular_component		N	gene_3987	0	0	4	0	0	0	0	0	1982547	1982801
gene_397	91.5317062177269	-0.445193296186691	1 251	MAP-homologous protein 1	Grosmannia clavigera	Ophiostoma piceae			cell wall biogenesis protein	2	P:biological_process; C:cellular_component		N	gene_398	101	24	136	241	129	99	16	280	1978958	1979212
gene_3970	48.0415990779407	-0.470374753667463	485	Peptidyl-prolyl cis-trans isomerase (Rotamase)	Grosmannia clavigera	Ophiostoma piceae	K14826	FPR3_4; FK506-binding nuclear protein [EC:5.2.1.8]	fkbp-type peptidyl-prolyl cis-trans isomerase	6	F:transferase activity, transferring phosphorus-containing groups; P:protein folding; C:nucleolus; F:peptidyl-prolyl cis-trans isomerase activity; F:FK506 binding; P:histone peptidyl-prolyl isomerization	EC:5.2.1.8	N	gene_3988	83	6	82	123	62	30	8	237	1982548	1982802
gene_3971	0.132735373964599	0.339674159123637	570	Serine/threonine-protein kinase cbk1	Neurospora tetrasperma	Sporothrix schenckii			agc ndr protein kinase	3	P:phosphorylation; F:protein kinase activity; F:nucleotide binding	-	N	gene_3989	2	0	0	0	0	0	0	0	1982549	1982803
gene_3972	0	0	329	AGC/NDR protein kinase	Magnaporthe oryzae	Ophiostoma piceae			agc ndr protein kinase	1	F:kinase activity	-	N	gene_3990	0	0	0	0	0	0	0	0	1982550	1982804
gene_3973	4.16044363025842	0.538910120710137	487	Sphingomyelinase family	Grosmannia clavigera	Ophiostoma piceae	K01128	E3.1.4.-; unclassified metabolism	sphingomyelinase family	2	F:exonuclease activity; F:endonuclease activity		N	gene_3991	9	2	2	22	4	2	0	16	1982551	1982805
gene_3974	8.49901186462666	0.153316412696202	685	Protease s8 tripeptidyl peptidase	Togninia minima	Ophiostoma piceae			protease s8 tripeptidyl peptidase	4	C:extracellular region; P:proteolysis; F:calcium ion binding; F:serine-type endopeptidase activity	EC:3.4.21.0	Y	gene_3992	18	4	14	8	14	0	0	48	1982552	1982806
gene_3975	5.34538970857714	-0.285090948414932	479	Pre-rRNA-processing protein IPI3	Grosmannia clavigera	Ophiostoma piceae	K14829	IPI3; pre-rRNA-processing protein IPI3	wd repeat-containing protein	1	F:molecular_function		N	gene_3993	2	2	10	12	13	4	0	18	1982553	1982807
gene_3976	11.0062211352703	0.326356946001149	1 241	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_2093	3	F:molecular_function; P:biological_process; C:cellular_component		N	gene_3994	40	0	18	50	19	4	0	41	1982554	1982808
gene_3977	16.3260427861157	-0.21701075499288	708	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_2269	0	-		N	gene_3995	13	4	38	41	17	16	4	45	1982555	1982809
gene_3978	23.9110639574194	0.307540629149808	747	Putative uncharacterized protein	Colletotrichum sublineola	Ophiostoma piceae			rna binding protein	4	F:nucleic acid binding; F:nucleotide binding; P:biological_process; C:cellular_component		N	gene_3996	22	12	43	69	35	19	0	71	1982556	1982810
gene_3979	19.4553819204995	-0.00155394509413877	369	Aspartate-semialdehyde dehydrogenase	Grosmannia clavigera	Ophiostoma piceae	K00133	asd; aspartate-semialdehyde dehydrogenase [EC:1.2.1.11]	aspartate-semialdehyde dehydrogenase	12	C:cytoplasm; P:threonine biosynthetic process; P:lysine biosynthetic process via diaminopimelate; F:NAD binding; F:aspartate-semialdehyde dehydrogenase activity; F:N-acetyl-gamma-glutamyl-phosphate reductase activity; F:NADP binding; F:protein dimerization activity; P:methionine biosynthetic process; P:isoleucine biosynthetic process; P:aspartate metabolic process; P:oxidation-reduction process	EC:1.2.1.11; EC:1.2.1.38	N	gene_3997	30	4	36	72	42	13	4	23	1982557	1982811
gene_398	0.358747744102206	0.543108605680141	89	Putative uncharacterized protein	Gaeumannomyces graminis	Ophiostoma piceae			hypothetical protein, variant	3	F:molecular_function; P:biological_process; C:cellular_component		N	gene_399	4	0	0	1	0	0	0	1	1978959	1979213
gene_3980	5.45600372499769	-0.590931075778856	388	Bacilysin biosynthesis oxidoreductase	Grosmannia clavigera	Ophiostoma piceae	K00069	HPGD; 15-hydroxyprostaglandin dehydrogenase (NAD) [EC:1.1.1.141]	bacilysin biosynthesis oxidoreductase	4	P:oxidation-reduction process; F:oxidoreductase activity; P:metabolic process; F:nucleotide binding		N	gene_3998	10	1	10	3	16	2	0	26	1982558	1982812
gene_3981	0.158959192794006	-0.398261031686528	94	Putative uncharacterized protein	 				---NA---	0	-		N	gene_3999	0	0	0	0	0	0	0	3	1982559	1982813
gene_3982	0.616222556864658	1.15862470608606	221	Putative uncharacterized protein	Nectria haematococca	Nectria haematococca			hypothetical protein NECHADRAFT_90611	0	-		Y	gene_4000	2	0	0	12	0	0	0	0	1982560	1982814
gene_3983	11.6168861323739	-0.00169124450242506	576	Zinc/iron transporter protein	Dactylellina haptotyla	Dactylellina haptotyla	K14709	SLC39A1_2_3, ZIP1_2_3; solute carrier family 39 (zinc transporter), member 1/2/3	zinc iron transporter protein	4	C:membrane; P:transmembrane transport; P:metal ion transport; F:metal ion transmembrane transporter activity		Y	gene_4001	6	2	21	68	8	16	4	6	1982561	1982815
gene_3984	13.100027592853	0.0504006061507152	802	Rho GTPase activator	Grosmannia clavigera	Ophiostoma piceae			group protein	2	P:signal transduction; C:intracellular		N	gene_4002	20	8	10	22	11	4	6	32	1982562	1982816
gene_3985	0	0	960	tRNA-splicing endonuclease positive effector	Grosmannia clavigera	Ophiostoma piceae			trna-splicing endonuclease positive effector	4	F:endonuclease activity; F:molecular_function; P:biological_process; C:cellular_component		N	gene_4003	0	0	0	0	0	0	0	0	1982563	1982817
gene_3986	8.36743821743075	1.52346304838215	360	Thioesterase family protein	Grosmannia clavigera	Ophiostoma piceae	K16339	THEM4, CTMP; thioesterase superfamily member 4	thioesterase family protein	0	-		N	gene_4004	34	4	14	30	6	2	0	18	1982564	1982818
gene_3987	31.0911056584122	-0.717926113139148	442	Lipoic acid synthetase	Grosmannia clavigera	Ophiostoma piceae	K03644	lipA; lipoic acid synthetase [EC:2.8.1.8]	lipoic acid synthetase precursor	6	C:mitochondrion; F:metal ion binding; P:lipoate biosynthetic process; F:4 iron, 4 sulfur cluster binding; P:protein lipoylation; F:lipoate synthase activity	EC:2.8.1.8	N	gene_4005	47	8	30	59	46	16	18	61	1982565	1982819
gene_3988	102.828751442512	-0.11087642604679	118	Synaptobrevin	Togninia minima	Ophiostoma piceae	K08513	VAMP4; vesicle-associated membrane protein 4	synaptobrevin	2	C:integral to membrane; P:vesicle-mediated transport	-	N	gene_4006	166	37	153	219	111	88	38	160	1982566	1982820
gene_3989	59.1037549867184	0.41581943216751	942	Protein arg-6, mitochondrial (N-acetyl-gamma-glutamyl-phosphate reductase)	Togninia minima	Ophiostoma piceae	K12659	ARG56; N-acetyl-gamma-glutamyl-phosphate reductase / acetylglutamate kinase [EC:1.2.1.38 2.7.2.8]	arg-6 mitochondrial precursor	11	F:NAD binding; P:oxidation-reduction process; F:nicotinate-nucleotide diphosphorylase (carboxylating) activity; P:arginine biosynthetic process; P:NAD biosynthetic process; P:regulation of transcription, DNA-dependent; F:ATP binding; F:N-acetyl-gamma-glutamyl-phosphate reductase activity; F:acetylglutamate kinase activity; P:phosphorylation; C:mitochondrial matrix	EC:2.4.2.19; EC:1.2.1.38; EC:2.7.2.8	N	gene_4007	83	27	88	217	58	34	4	217	1982567	1982821
gene_399	37.4750604109333	0.254273145794561	124	Probable steroid-binding protein 3 (AtMP3)	Neurospora crassa	Sporothrix schenckii			cytochrome b5	1	F:heme binding	-	N	gene_400	120	3	69	132	40	32	10	49	1978960	1979214
gene_3990	16.5924903528267	-0.29788758821216	232	GTP-binding protein RHO3	Colletotrichum gloeosporioides	Sporothrix schenckii	K07975	RHO1; Rho family, other	gtp-binding protein rho3	4	C:membrane; C:intracellular; F:GTP binding; P:small GTPase mediated signal transduction	-	N	gene_4008	29	2	27	57	23	26	0	45	1982568	1982822
gene_3991	9.64000610851925	0.679439065603065	574	Ubiquitin-activating protein	Grosmannia clavigera	Ophiostoma piceae			ubiquitin-protein ligase molybdopterin-converting factor	1	F:catalytic activity	-	N	gene_4009	32	2	12	50	8	5	0	36	1982569	1982823
gene_3992	11.982725625815	-0.0486089607940069	419	Pre-mRNA-splicing factor CWC25	Metarhizium anisopliae	Ophiostoma piceae			pre-mrna-splicing factor cwc25	0	-		N	gene_4010	22	4	10	44	18	18	0	22	1982570	1982824
