Gene_ID	Level	logFC	Size..aa.	Final.Description	X.1st.BLASTp.hit...if.blank..see.next.column.	X.1st.BLASTp.hit...blank.are.real.orphans..	KO.	Name.KEGG	Annotation	X.GO.Terms	GO.Terms	Enzyme.Code	SignalP	E_T1_Rep1	E_T1_Rep2	E_T1_Rep3	E_T1_Rep4	E_T2_Rep1	E_T2_Rep2	E_T2_Rep3	E_T2_Rep4
gene_4621	63.0539247268582	0.33162971356115	552	Importin subunit alpha-1 (Serine-richRNA polymerase I suppressor protein)	Gaeumannomyces graminis	Ophiostoma piceae			importin subunit alpha-1	4	C:cytoplasm; P:protein import into nucleus; F:protein transporter activity; C:nucleus	-	N	100	111	183	60	66	4	97	73
gene_4622	7.4348614175582	0.181957599636819	871	Telomere-binding alpha subunit central domain containing protein	Grosmannia clavigera	Ophiostoma piceae			telomere-binding alpha subunit central domain containing protein	3	C:nuclear chromosome, telomeric region; P:telomere maintenance; F:DNA binding		N	10	8	24	8	10	0	8	14
gene_4623	5.82515311233912	0.0537292603674884	700	Putative uncharacterized protein	Gaeumannomyces graminis	Ophiostoma piceae			hypothetical protein GGTG_06282	2	F:nucleic acid binding; F:nucleotide binding	-	N	8	18	19	1	4	0	14	10
gene_4624	17.5363840855417	-1.14401425280554	681	Cation efflux family protein	Grosmannia clavigera	Ophiostoma piceae			cation efflux family protein	4	F:cation transmembrane transporter activity; C:integral to membrane; P:transmembrane transport; P:cation transport		N	6	48	22	4	28	8	21	7
gene_4625	28.3515090459189	-0.291262467006645	984	Mitochondrial dynamin GTPase	Grosmannia clavigera	Ophiostoma piceae			mitochondrial dynamin gtpase	6	C:mitochondrial inner membrane; P:GTP catabolic process; P:mitochondrion organization; F:GTPase activity; F:GTP binding; C:mitochondrial membrane part	-	N	47	48	52	18	22	2	39	73
gene_4626	31.1679678735561	0.115045896745758	523	Uncharacterized amino-acid permease C9.10	Colletotrichum orbiculare	Ophiostoma piceae			amino acid	3	C:integral to membrane; F:amino acid transmembrane transporter activity; P:amino acid transmembrane transport	-	N	42	62	66	32	42	6	10	40
gene_4627	26.2923950593426	0.387005509358533	498	Dibenzothiophene desulfurization enzyme A, putative	Bipolaris oryzae	Ophiostoma piceae	K09018	rutA; pyrimidine oxygenase [EC:1.14.99.46]	xenobiotic compound family	1	F:oxidoreductase activity	-	N	36	92	38	26	36	0	22	46
gene_4628	5.57291586709716	0.447964632710698	383	Glutamine amidotransferase	Grosmannia clavigera	Ophiostoma piceae	K07008	DUG3; glutamine amidotransferase	glutamine amidotransferase	2	P:glutamine metabolic process; F:transferase activity	-	N	12	2	24	5	12	0	2	6
gene_4629	8.43548951420677	0.279087165035113	384	Urease accessory protein UreD	Grosmannia clavigera	Ophiostoma piceae	K03190	ureD, ureH; urease accessory protein	urease accessory protein	3	P:nitrogen compound metabolic process; F:nickel cation binding; C:cellular_component		N	14	12	32	6	8	0	14	14
gene_463	1.25984208130949	-0.890805002797008	416	Oxalate decarboxylase	Trichoderma reesei	Ophiostoma piceae	K01569	oxdD; oxalate decarboxylase [EC:4.1.1.2]	oxalate decarboxylase	3	P:lipopolysaccharide biosynthetic process; F:dTDP-4-dehydrorhamnose 3,5-epimerase activity; F:nutrient reservoir activity	EC:5.1.3.13	Y	0	3	2	0	0	0	0	9
gene_4630	4.25908376576446	-0.255452579316334	680	DNA-directed RNA polymerase-like subunit	Grosmannia clavigera	Ophiostoma piceae			dna-directed rna polymerase-like subunit	4	C:DNA-directed RNA polymerase III complex; F:DNA-directed RNA polymerase activity; P:transcription from RNA polymerase III promoter; F:DNA binding		N	8	0	22	0	2	0	9	12
gene_4631	34.4186411681934	-0.350521078361292	710	Calcium-binding mitochondrial carrier protein (Mitochondrial substrate carrier family protein O)	Grosmannia clavigera	Ophiostoma piceae	K15105	SLC25A12_13, AGC; solute carrier family 25 (mitochondrial aspartate/glutamate transporter), member 12/13	calcium-binding mitochondrial carrier protein aralar1	3	C:integral to membrane; F:calcium ion binding; P:transmembrane transport	-	N	24	64	79	29	42	0	37	101
gene_4632	6.9535585556385	2.32214248880949	714	G2/mitotic-specific cyclin-4	Grosmannia clavigera	Ophiostoma piceae			g2 mitotic-specific cyclin	1	C:nucleus	-	N	40	13	24	4	2	0	4	2
gene_4633	0	0	77	Putative uncharacterized protein	 				---NA---	0	-		Y	0	0	0	0	0	0	0	0
gene_4634	10.0663481458747	0.592856529379502	890	Uncharacterized transcriptional regulatory protein C56F2.05c	Grosmannia clavigera	Ophiostoma piceae			c6 finger domain-containing protein	1	P:transcription, DNA-dependent	-	N	14	45	29	4	10	0	20	8
gene_4635	2.01108966592025	-0.553340131108951	537	Riboflavin transporter MCH5	Grosmannia clavigera	Ophiostoma piceae	K08179	SLC16A1; MFS transporter, MCP family, solute carrier family 16 (monocarboxylic acid transporters), member 1	major facilitator superfamily transporter monocarboxylate	2	C:integral to membrane; P:transmembrane transport		N	0	12	0	0	0	0	0	12
gene_4636	1.98811364115257	-0.201196090010536	319	Kynurenine formamidase (Arylformamidase)	Magnaporthe oryzae	Ophiostoma piceae			hypothetical protein MGG_15074	2	F:hydrolase activity; P:metabolic process		N	0	0	10	2	4	0	2	4
gene_4637	1.58012365967195	1.30936435670923	297	Lysosomal cystine transporter	Grosmannia clavigera	Ophiostoma piceae	K12386	CTNS; cystinosin	lysosomal cystine transporter	0	-		N	0	2	4	6	2	0	0	0
gene_4638	0	0	414	Alcohol dehydrogenase	Grosmannia clavigera	Sporothrix schenckii			zinc-containing alcohol	4	P:oxidation-reduction process; F:oxidoreductase activity; F:nucleotide binding; F:zinc ion binding		N	0	0	0	0	0	0	0	0
gene_4639	16.5139993545234	0.767703643154746	1 226	Nuclear cohesin complex subunit	Grosmannia clavigera	Ophiostoma piceae	K06671	STAG1_2, SCC3, IRR1; cohesin complex subunit SA-1/2	stag domain-containing protein	2	P:nitrogen compound metabolic process; F:nickel cation binding		N	26	22	34	31	11	2	8	22
gene_464	28.9480660740656	-0.349963495248201	1 365	Nucleoporin nup61 (Nuclear pore protein nup61)	Grosmannia clavigera	Ophiostoma piceae			ran-binding protein	1	P:cellular process	-	N	28	47	75	20	32	0	46	76
gene_4640	5.9262219741415	1.39398233290757	419	Alpha-methylacyl-CoA racemase	Togninia minima	Ophiostoma piceae	K01796	E5.1.99.4, AMACR, mcr; alpha-methylacyl-CoA racemase [EC:5.1.99.4]	alpha-methylacyl- racemase	1	F:catalytic activity	-	N	16	40	8	2	2	0	8	4
gene_4641	0	0	330	Putative uncharacterized protein	Villosiclava virens	Ophiostoma piceae			hypothetical protein NECHADRAFT_78091	5	F:ATP binding; F:protein kinase activity; P:protein phosphorylation; F:protein tyrosine kinase activity; F:transferase activity, transferring phosphorus-containing groups		N	0	0	0	0	0	0	0	0
gene_4642	3.6346049619356	0.553412550668396	388	Putative uncharacterized protein	 	Ophiostoma piceae			---NA---	0	-		N	0	20	10	3	2	0	10	2
gene_4643	41.4405515110856	0.547291498410707	698	Vacuolar dynamin-like GTPase	Grosmannia clavigera	Ophiostoma piceae			vacuolar sorting protein 1	3	P:GTP catabolic process; F:GTPase activity; F:GTP binding	-	N	58	76	152	41	42	4	51	36
gene_4644	8.85590672152096	0.758150072575871	775	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_6169	3	F:molecular_function; P:biological_process; C:cellular_component		N	12	19	22	14	9	0	5	15
gene_4645	13.6474181855417	-0.763073642875968	619	WD domain containing protein	Grosmannia clavigera	Ophiostoma piceae			wd domain-containing protein	0	-		N	26	7	27	5	15	4	32	8
gene_4646	5.29314585926161	-0.379728071717582	1 054	Sodium/potassium-transporting ATPase subunit alpha-A 	Colletotrichum gloeosporioides	Ophiostoma piceae	K01539	ATP1A; sodium/potassium-transporting ATPase subunit alpha [EC:3.6.3.9]	k antiporter p-type atpase	5	P:ion transport; F:hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances; F:nucleotide binding; P:metabolic process; C:membrane	EC:3.6.3.0	N	10	14	10	0	7	0	10	12
gene_4647	22.4480665705336	-0.197667322422178	1 861	Tuberous sclerosis 2 protein homolog	Pestalotiopsis fici	Ophiostoma piceae			gtpase activating protein	4	C:intracellular; P:positive regulation of GTPase activity; P:regulation of small GTPase mediated signal transduction; F:GTPase activator activity	-	N	31	37	47	18	37	2	36	25
gene_4648	29.5469184974141	0.646618817204946	960	Importin alpha re-exporter (Chromosome segregation protein CSE1)	Grosmannia clavigera	Ophiostoma piceae			importin alpha re-exporter	3	C:intracellular; P:intracellular protein transport; F:protein transporter activity	-	N	68	77	69	24	26	0	50	34
gene_4649	35.5993731641285	2.50682646121313	1 834	Minor extracellular protease vpr	Colletotrichum fioriniae	Ophiostoma piceae	K14647	vpr; minor extracellular serine protease Vpr [EC:3.4.21.-]	minor extracellular protease vpr	1	F:serine-type peptidase activity	-	Y	124	42	181	46	16	0	12	18
gene_465	168.144837847025	0.660649485905672	362	Fructose-bisphosphate aldolase	Grosmannia clavigera	Ophiostoma piceae	K01624	FBA, fbaA; fructose-bisphosphate aldolase, class II [EC:4.1.2.13]	fructose-bisphosphate aldolase	3	P:glycolysis; F:fructose-bisphosphate aldolase activity; F:zinc ion binding	EC:4.1.2.13	N	362	393	487	133	155	12	215	160
gene_4650	20.5958441469518	0.26030294091209	707	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_6635	3	F:molecular_function; P:biological_process; C:cellular_component		N	16	60	51	21	20	2	22	31
gene_4651	24.6282241268601	0.653871669320317	1 558	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_6712	0	-		N	71	16	65	28	28	4	23	8
gene_4652	10.340886410145	-0.619774837684975	476	U3 small nucleolar RNA-associated protein 5	Grosmannia clavigera	Ophiostoma piceae	K14546	UTP5, WDR43; U3 small nucleolar RNA-associated protein 5	small nucleolar ribonucleoprotein complex component	3	F:nucleic acid binding; C:ribonucleoprotein complex; F:molecular_function		N	6	30	18	4	18	0	14	27
gene_4653	53.3649061963766	-0.0394146024088582	990	Bromodomain-containing transcriptional regulator	Grosmannia clavigera	Ophiostoma piceae	K11684	BDF1; bromodomain-containing factor 1	transcription regulator	0	-		N	87	71	128	46	63	4	98	68
gene_4654	2.21078398209395	-0.367879864912425	647	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_6589	3	F:molecular_function; P:biological_process; C:cellular_component		N	0	2	14	0	6	0	4	2
gene_4655	7.17396145844463	1.52073382017008	280	Alkaline ceramidase family protein	Grosmannia clavigera	Ophiostoma piceae			alkaline ceramidase family protein	3	F:hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides; C:integral to membrane; P:ceramide metabolic process		N	22	12	30	8	8	0	0	6
gene_4656	5.80730022287531	1.26782125321216	900	Short-chain dehydrogenase TIC 32, chloroplastic	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_4151	5	P:metabolic process; F:catalytic activity; P:oxidation-reduction process; F:oxidoreductase activity; F:nucleotide binding		N	13	12	27	6	4	0	4	6
gene_4657	0	0	239	Putative acetyltransferase C18B11.09c	Togninia minima	Ophiostoma piceae	K00661	E2.3.1.79, maa; maltose O-acetyltransferase [EC:2.3.1.79]	galactoside o-acetyltransferase	2	F:transferase activity; F:acetyltransferase activity		N	0	0	0	0	0	0	0	0
gene_4658	0.111679837666876	0.290848627522437	254	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_4197	0	-		N	0	0	2	0	0	0	0	0
gene_4659	6.05539648641084	1.28293385216303	447	Golgi integral membrane protein	Grosmannia clavigera	Ophiostoma piceae	K12389	BTS, CLN3; battenin	golgi integral membrane protein	6	C:fungal-type vacuole membrane; C:integral to organelle membrane; P:vacuolar transport; P:regulation of intracellular pH; P:vacuole organization; P:arginine transport	-	N	8	24	25	6	6	0	2	6
gene_466	81.1446833030745	1.52140103890177	125	Fatty acid-binding protein (Sterol carrier protein 2)	Grosmannia clavigera	Ophiostoma piceae			lipid transfer protein	1	F:sterol binding	-	N	167	312	265	78	41	1	81	70
gene_4660	0	0	183	Putative uncharacterized protein	Aspergillus oryzae	Ophiostoma piceae			hypothetical protein Ao3042_11157	1	F:nutrient reservoir activity		N	0	0	0	0	0	0	0	0
gene_4661	0	0	234	Putative uncharacterized protein	Gaeumannomyces graminis	Ophiostoma piceae			protein	6	F:transferase activity, transferring phosphorus-containing groups; F:kinase activity; P:phosphorylation; F:ATP binding; F:protein kinase activity; P:protein phosphorylation		N	0	0	0	0	0	0	0	0
gene_4662	0	0	418	Endoglucanase 2	Grosmannia clavigera	Ophiostoma piceae			endo-beta- -	2	F:hydrolase activity, hydrolyzing O-glycosyl compounds; P:carbohydrate metabolic process	EC:3.2.1.0	Y	0	0	0	0	0	0	0	0
gene_4663	0	0	477	Putative uncharacterized protein	Grosmannia clavigera	Grosmannia clavigera			hypothetical protein CMQ_6438	0	-		N	0	0	0	0	0	0	0	0
gene_4664	0	0	220	Putative uncharacterized protein	Botrytis cinerea	Botrytis cinerea			hypothetical protein	0	-		N	0	0	0	0	0	0	0	0
gene_4667	0	0	607	Putative uncharacterized protein	Grosmannia clavigera	Grosmannia clavigera			hypothetical protein CMQ_286	0	-		N	0	0	0	0	0	0	0	0
gene_4668	0	0	73	Putative sterigmatocystin biosynthesis monooxygenase stcW	Talaromyces stipitatus	Talaromyces stipitatus			flavoprotein involved in k+ transport	1	F:monooxygenase activity	-	N	0	0	0	0	0	0	0	0
gene_4669	14.4970936628866	0.00122631372366146	484	Dimethyl-sulfide monooxygenase	Grosmannia clavigera	Sporothrix schenckii			xenobiotic compound family	5	F:monooxygenase activity; F:peptidase activity; P:oxidation-reduction process; F:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; P:proteolysis	-	N	14	0	2	36	24	2	0	26
gene_467	23.7722619494995	0.546722867136514	989	Pre-mRNA-splicing factor cwf10	Grosmannia clavigera	Ophiostoma piceae	K12852	EFTUD2; 116 kDa U5 small nuclear ribonucleoprotein component	116 kda u5 small nuclear ribonucleoprotein component	6	F:translation elongation factor activity; P:translational elongation; P:GTP catabolic process; F:GTPase activity; C:ribonucleoprotein complex; F:GTP binding	-	N	26	60	50	34	40	0	21	26
gene_4670	1.86203734154362	1.21269068362523	643	Major facilitator superfamily transporter	Grosmannia clavigera	Ophiostoma piceae			vitamin h transporter	2	P:transmembrane transport; C:integral to membrane	-	N	10	0	0	4	3	0	0	0
gene_4671	0.184263372024093	-0.452623628439578	222	Putative uncharacterized protein	Byssochlamys spectabilis	Byssochlamys spectabilis				1	F:hydrolase activity		N	0	0	0	0	0	0	2	0
gene_4671.1	0.120051668599192	0.310460344686283	117	Putative uncharacterized protein	Cyphellophora europaea	Cyphellophora europaea				2	P:oxidation-reduction process; F:oxidoreductase activity		N	0	2	0	0	0	0	0	0
gene_4671.2	32.6090372727859	0.750976231026003	70	Conserved hypothetical protein	Grosmannia clavigera	Grosmannia clavigera				1	F:hydrolase activity		N	63	69	111	30	24	0	29	60
gene_4671.3	86.7656037698211	0.162395730760997	330	Xyloglucan-specific endoglucanase (GH12 family)	Grosmannia clavigera	Ophiostoma piceae			xyloglucan-specific endoglucanase	3	F:hydrolase activity, hydrolyzing O-glycosyl compounds; F:cellulase activity; P:polysaccharide catabolic process	EC:3.2.1.0	N	186	114	230	64	125	8	109	89
gene_4672	154.253450741778	0.0771351252387433	830	Cellulose synthase 1 catalytic subunit (UDP-forming)	Grosmannia clavigera	Ophiostoma piceae	K00694	bcsA; cellulose synthase (UDP-forming) [EC:2.4.1.12]	glycosyltransferase family 2	1	F:transferase activity	-	N	243	318	291	142	218	20	175	159
gene_4673	20.0933166356858	2.53373576767839	568	High-affinity methionine permease	Fusarium oxysporum	Ophiostoma piceae			high affinity methionine permease	3	C:integral to membrane; F:amino acid transmembrane transporter activity; P:amino acid transmembrane transport	-	N	26	0	4	91	18	0	0	4
gene_4674	0	0	231	Isoflavone reductase homolog	Colletotrichum gloeosporioides	Colletotrichum gloeosporioides			isoflavone reductase	3	F:nucleotide binding; C:integral to membrane; P:transmembrane transport		N	0	0	0	0	0	0	0	0
gene_4675	0	0	227	Peroxisomal acyl-coenzyme A thioester hydrolase 1	Glarea lozoyensis	Ophiostoma piceae	K01068	E3.1.2.2; palmitoyl-CoA hydrolase [EC:3.1.2.2]	acyl- thioesterase ii	3	P:acyl-CoA metabolic process; F:hydrolase activity; F:acyl-CoA hydrolase activity		N	0	0	0	0	0	0	0	0
gene_4676	0	0	304	Putative alpha/beta hydrolase R526	Cladophialophora psammophila	Ophiostoma piceae	K01066	E3.1.1.-; esterase / lipase [EC:3.1.1.-]	arylesterase monoxygenase	2	F:hydrolase activity; P:metabolic process		N	0	0	0	0	0	0	0	0
gene_4677	12.0015603624854	-0.404781999573627	489	Iron transport multicopper oxidase fet3	Grosmannia clavigera	Ophiostoma piceae			iron transport multicopper oxidase fet3 precursor	4	F:metal ion binding; F:monooxygenase activity; F:coenzyme binding; F:nucleotide binding	-	N	12	0	2	24	34	0	0	26
gene_4678	23.1318482936723	0.381129956403925	775	Pyridine nucleotide-disulfide oxidoreductase	Grosmannia clavigera	Ophiostoma piceae			pyridine nucleotide-disulfide oxidoreductase	6	P:oxidation-reduction process; F:oxidoreductase activity; F:N,N-dimethylaniline monooxygenase activity; F:monooxygenase activity; F:NADP binding; F:flavin adenine dinucleotide binding		N	32	56	68	20	28	4	24	12
gene_4679	17.389022036295	0.408245466599764	896	C2H2 finger domain containing protein	Grosmannia clavigera	Ophiostoma piceae			c2h2 finger domain-containing protein	1	F:metal ion binding	-	N	35	14	52	20	16	0	36	20
gene_468	9.93420512609365	1.11483235954528	226	MIP18 family protein YHR122W	Grosmannia clavigera	Ophiostoma piceae			fam96b protein	0	-		N	21	16	14	21	13	0	8	6
gene_4680	11.3377902877326	0.336564698449478	276	Upstream activation factor subunit spp27	Fusarium graminearum	Ophiostoma piceae	K15223	UAF30, SPP27; upstream activation factor subunit UAF30	swib mdm2 domain protein	3	F:nucleic acid binding; F:zinc ion binding; C:intracellular		N	12	14	16	22	12	0	24	12
gene_4681	0.608630034905717	-0.921476496166523	164	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_291	2	F:molecular_function; C:cellular_component		Y	0	0	1	0	0	0	6	0
gene_4682	0.39728118526796	-0.843632065310125	1 234	5-oxoprolinase, putative	Talaromyces stipitatus	Ophiostoma piceae	K01469	E3.5.2.9; 5-oxoprolinase (ATP-hydrolysing) [EC:3.5.2.9]	5-oxoprolinase (atp-hydrolysing)	1	F:hydrolase activity	-	N	0	0	0	0	1	0	3	0
