Gene_ID	Level	logFC	Size..aa.	Final.Description	X.1st.BLASTp.hit...if.blank..see.next.column.	X.1st.BLASTp.hit...blank.are.real.orphans..	KO.	Name.KEGG	Annotation	X.GO.Terms	GO.Terms	Enzyme.Code	SignalP	F_T1_Rep1	F_T1_Rep2	F_T1_Rep3	F_T1_Rep4	F_T2_Rep1	F_T2_Rep2	F_T2_Rep3	F_T2_Rep4
gene_4934	0	0	489	Uncharacterized transporter C1002.16c	Pestalotiopsis fici	Ophiostoma piceae			major facilitator superfamily transporter	2	P:transmembrane transport; C:integral to membrane	-	N	0	0	0	0	0	0	0	0
gene_4935	0.0852071823934164	0.227019381253042	334	Putative uncharacterized protein	Zymoseptoria tritici	Ophiostoma piceae			hypothetical protein MYCGRDRAFT_92237	0	-		N	0	0	0	2	0	0	0	0
gene_4936	0	0	591	Cyclohexanone monooxygenase	Scedosporium apiospermum	Ophiostoma piceae			cyclohexanone monooxygenase	1	F:binding	-	N	0	0	0	0	0	0	0	0
gene_4937	0	0	647	Peroxisomal biogenesis factor 2 (Peroxin-2)	Eutypa lata	Ophiostoma piceae	K06664	PEX2, PXMP3; peroxin-2	peroxisomal biogenesis factor 2	1	C:intracellular membrane-bounded organelle	-	N	0	0	0	0	0	0	0	0
gene_4938	0	0	683	Bromodomain protein	Grosmannia clavigera	Ophiostoma piceae			bromodomain protein	0	-		N	0	0	0	0	0	0	0	0
gene_4939	0.897985674238464	0.506013770600383	122	Oxidoreductin	Grosmannia clavigera	Ophiostoma piceae	K02219	CKS1; cyclin-dependent kinase regulatory subunit CKS1	cyclin-dependent kinase regulatory subunit	16	F:flavin adenine dinucleotide binding; F:kinase activity; F:histone binding; F:protein kinase activator activity; C:endoplasmic reticulum membrane; F:ubiquitin binding; P:protein thiol-disulfide exchange; P:positive regulation of protein kinase activity; P:chromatin remodeling; F:cyclin-dependent protein kinase regulator activity; F:oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor; P:oxidation-reduction process; P:positive regulation of transcription, DNA-dependent; C:cyclin-dependent protein kinase holoenzyme complex; C:nucleus; P:cell cycle	EC:1.8.4.0	N	4	4	0	4	0	0	0	4
gene_494	0	0	293	Putative uncharacterized protein	Fusarium fujikuroi	Ophiostoma piceae			hypothetical protein GGTG_10093	2	P:DNA repair; F:DNA binding		N	0	0	0	0	0	0	0	0
gene_4940	0.7495172162163	-1.32137077943884	597	Endoplasmic oxidoreductin-1	Grosmannia clavigera	Ophiostoma piceae			endoplasmic oxidoreductin-1	8	C:endoplasmic reticulum membrane; P:oxidation-reduction process; F:oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor; F:cyclin-dependent protein serine/threonine kinase regulator activity; P:cell cycle; F:protein disulfide isomerase activity; P:protein folding; F:flavin adenine dinucleotide binding	EC:1.8.4.0	Y	0	0	0	0	0	0	4	2
gene_4941	0	0	90	Putative uncharacterized protein	Magnaporthe oryzae	Ophiostoma piceae			hypothetical protein MGG_11511	0	-		N	0	0	0	0	0	0	0	0
gene_4942	0.46588816574164	-0.949928063045303	446	Protein kinase	Magnaporthe oryzae	Ophiostoma piceae			protein kinase	1	F:kinase activity	-	N	0	0	0	0	0	2	0	0
gene_4943	0	0	961	Protein kinase	Grosmannia clavigera	Ophiostoma piceae	K05703	FYN; tyrosine-protein kinase Fyn [EC:2.7.10.2]	calcium-dependent protein kinase	7	F:kinase activity; F:ATP binding; F:protein kinase activity; P:phosphorylation; P:protein phosphorylation; F:transferase activity, transferring phosphorus-containing groups; F:protein serine/threonine kinase activity		N	0	0	0	0	0	0	0	0
gene_4944	0	0	487	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_502	2	F:zinc ion binding; C:intracellular		N	0	0	0	0	0	0	0	0
gene_4945	0.267931785448488	0.619050068707501	423	Purine nucleoside permease	Grosmannia clavigera	Ophiostoma piceae			purine nucleoside permease	1	P:transmembrane transport	-	Y	4	0	0	0	0	0	0	0
gene_4946	0	0	1 313	Nitrogen assimilation transcription factor nit-4	Colletotrichum gloeosporioides	Ophiostoma piceae			nitrogen assimilation transcription factor nit-4	2	P:transcription, DNA-dependent; F:binding	-	N	0	0	0	0	0	0	0	0
gene_4947	0	0	601	Putative sterigmatocystin biosynthesis monooxygenase stcW	Togninia minima	Ophiostoma piceae			4-hydroxyacetophenone monooxygenase	2	P:metabolic process; F:monooxygenase activity	-	N	0	0	0	0	0	0	0	0
gene_4948	0	0	393	SirQ	Verticillium dahliae	Sporothrix schenckii			sirq protein	1	F:nucleotide binding	-	N	0	0	0	0	0	0	0	0
gene_4949	0	0	454	Acyl-CoA dehydrogenase family member 10	Togninia minima	Ophiostoma piceae			acyl- dehydrogenase family member 11	3	F:flavin adenine dinucleotide binding; P:oxidation-reduction process; F:acyl-CoA dehydrogenase activity	EC:1.3.99.3	N	0	0	0	0	0	0	0	0
gene_495	0	0	76	Putative uncharacterized protein	Melampsora larici-populina	Sporothrix schenckii			duf1909-domain-containing protein	2	F:zinc ion binding; C:intracellular	-	N	0	0	0	0	0	0	0	0
gene_4950	0	0	283	Rhamnolipids biosynthesis 3-oxoacyl-acyl-carrier-protein reductase	Togninia minima	Ophiostoma piceae	K08081	E1.1.1.206; tropine dehydrogenase [EC:1.1.1.206]	3-oxoacyl-acyl-carrier-protein reductase	3	F:oxidoreductase activity; P:oxidation-reduction process; F:nucleotide binding	-	N	0	0	0	0	0	0	0	0
gene_4951	0	0	561	4-coumarate-CoA ligase 2	Togninia minima	Ophiostoma piceae			4-coumarate- ligase 2	3	F:metal ion binding; P:metabolic process; F:ligase activity	-	N	0	0	0	0	0	0	0	0
gene_4952	0	0	502	Putative uncharacterized protein	Magnaporthe oryzae	Ophiostoma piceae			---NA---	0	-		N	0	0	0	0	0	0	0	0
gene_4953	0	0	1 464	Cleavage and polyadenylation specificity factor subunit	Grosmannia clavigera	Ophiostoma piceae	K14401	CPSF1, CFT1; cleavage and polyadenylation specificity factor subunit 1	cleavage and polyadenylation specificity factor subunit	2	F:nucleic acid binding; C:nucleus	-	N	0	0	0	0	0	0	0	0
gene_4954	0.931776331483281	-1.51780613599385	589	Probable lysosomal cobalamin transporter	Grosmannia clavigera	Ophiostoma piceae	K14617	LMBRD1; LMBR1 domain-containing protein 1	lysosomal cobalamin transporter	4	F:cobalamin binding; P:transport; C:lysosomal membrane; C:integral to membrane	-	N	0	0	0	0	0	4	0	0
gene_4955	0.931776331483281	-1.51780613599385	397	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_1442	0	-		N	0	0	0	0	0	4	0	0
gene_4956	0	0	338	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			conserved glycine-rich protein	0	-		Y	0	0	0	0	0	0	0	0
gene_4957	0	0	327	G/U mismatch-specific DNA glycosylase	Togninia minima	Ophiostoma piceae	K03649	MUG, TDG; TDG/mug DNA glycosylase family protein [EC:3.2.2.-]	g u mismatch-specific dna glycosylase	1	F:hydrolase activity	-	N	0	0	0	0	0	0	0	0
gene_4958	0	0	282	Biotin biosynthesis bifunctional protein BioHC (Carboxylesterase BioH)	Pestalotiopsis fici	Ophiostoma piceae	K01259	pip; proline iminopeptidase [EC:3.4.11.5]	proline iminopeptidase	2	F:peptidase activity; P:proteolysis	-	N	0	0	0	0	0	0	0	0
gene_4959	0.607391008065614	-1.14716471244978	535	Major facilitator superfamily transporter	Pestalotiopsis fici	Ophiostoma piceae			major facilitator superfamily transporter	3	P:transmembrane transport; C:integral to membrane; F:transporter activity	-	N	0	0	0	0	0	0	4	0
gene_496	0	0	400	Fe/ascorbate oxidoreductase	Grosmannia clavigera	Ophiostoma piceae			naringenin 3-dioxygenase	3	P:oxidation-reduction process; F:oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen; F:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors	EC:1.13.11.0; EC:1.14.11.0	N	0	0	0	0	0	0	0	0
gene_4960	0.23294408287082	-0.551775042841241	511	MlrC domain protein	Achromobacter piechaudii	Achromobacter piechaudii			family protein 4	0	-		N	0	0	0	0	0	1	0	0
gene_4961	1.22180901948098	0.81925210388942	484	UTP-glucose-1-phosphate uridylyltransferase	Colletotrichum sublineola	Ophiostoma piceae	K00972	UAP1; UDP-N-acetylglucosamine pyrophosphorylase [EC:2.7.7.23]	udp-n-acetylglucosamine pyrophosphorylase	3	P:UDP-N-acetylglucosamine biosynthetic process; F:nucleotidyltransferase activity; C:nucleus	EC:2.7.7.0	N	6	4	0	8	0	0	2	0
gene_4962	0	0	185	Protein Sym-1	Gaeumannomyces graminis	Ophiostoma piceae	K13348	MPV17; protein Mpv17	integral membrane protein mpv17 pmp22 family	1	C:integral to membrane		N	0	0	0	0	0	0	0	0
gene_4963	0	0	620	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_7712	2	F:molecular_function; C:cellular_component		N	0	0	0	0	0	0	0	0
gene_4964	1.10651206247221	1.18936695457673	259	Pre-rRNA-processing protein PNO1	Grosmannia clavigera	Ophiostoma piceae	K11884	PNO1, DIM2; RNA-binding protein PNO1	pre-rrna-processing protein pno1	2	F:RNA binding; C:nucleus	-	N	8	2	0	8	0	0	0	2
gene_4965	0.255621547180249	0.595735747080933	911	Mitochondrial distribution and morphology protein 31	Grosmannia clavigera	Sporothrix schenckii			mitochondrial distribution and morphology protein 31	2	P:mitochondrion organization; C:mitochondrial inner membrane	-	N	0	0	0	6	0	0	0	0
gene_4966	0.518702208732906	1.02673237851788	287	Eukaryotic translation initiation factor 3 subunit J (eIF3j)	Grosmannia clavigera	Ophiostoma piceae			eukaryotic translation initiation factor 3 subunit	2	P:translational initiation; F:translation initiation factor activity		N	0	6	0	6	0	0	0	0
gene_4967	0	0	808	Membrane copper amine oxidase	Grosmannia clavigera	Ophiostoma piceae	K11182	ABP1, AOC1; diamine oxidase [EC:1.4.3.22]	membrane copper amine oxidase	5	F:copper ion binding; P:oxidation-reduction process; F:quinone binding; F:primary amine oxidase activity; P:amine metabolic process	EC:1.4.3.21	Y	0	0	0	0	0	0	0	0
gene_4968	0	0	531	Pantothenate transporter 	Penicillium roqueforti	Ophiostoma piceae			pantothenate transporter	2	P:transmembrane transport; C:integral to membrane	-	N	0	0	0	0	0	0	0	0
gene_4969	0.21917307511766	0.524410914394698	354	Alternative oxidase	Togninia minima	Ophiostoma piceae			alternative oxidase	8	F:metal ion binding; C:mitochondrial inner membrane; P:respiratory gaseous exchange; P:mycelium development; C:respiratory chain; F:alternative oxidase activity; C:integral to membrane; P:electron transport chain	-	N	2	0	0	2	0	0	0	0
gene_497	0	0	1 096	U3 small nucleolar RNA-associated protein 17 (U3 snoRNA-associated protein 17)	Grosmannia clavigera	Ophiostoma piceae	K14552	NAN1, UTP17, WDR75; NET1-associated nuclear protein 1 (U3 small nucleolar RNA-associated protein 17)	wd domain containing protein	0	-		N	0	0	0	0	0	0	0	0
gene_4970	0	0	654	NOL1 NOP2 SUN domain containing protein	Grosmannia clavigera	Ophiostoma piceae	K15264	NSUN5, WBSCR20; putative methyltransferase [EC:2.1.1.-]	nol1 nop2 sun family protein	0	-		N	0	0	0	0	0	0	0	0
gene_4971	1.58127330800469	-1.0369369751395	368	Alpha-ketoglutarate-dependent sulfonate dioxygenase	Colletotrichum fioriniae	Ophiostoma piceae	K03119	tauD; taurine dioxygenase [EC:1.14.11.17]	family taurine catabolism dioxygenase	2	P:oxidation-reduction process; F:oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen	EC:1.13.11.0	N	0	4	0	4	0	4	2	0
gene_4972	0.0852071823934164	0.227019381253042	378	Putative uncharacterized protein	Scedosporium apiospermum	Ophiostoma piceae			clavaminate synthase-like protein	3	P:oxidation-reduction process; F:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors; F:oxidoreductase activity	EC:1.14.11.0	N	0	0	0	2	0	0	0	0
gene_4973	0.698832248612461	-1.26162979801276	810	Protein RDR1 (Repressor of drug resistance protein 1)	Grosmannia clavigera	Ophiostoma piceae			fungal specific transcription factor domain-containing protein	3	F:metal ion binding; P:transcription from RNA polymerase II promoter; P:regulation of transcription, DNA-dependent	-	N	0	0	0	0	0	3	0	0
gene_4974	0	0	254	Kinetochore protein	Togninia minima	Ophiostoma piceae			kinetochore protein	1	F:molecular_function		N	0	0	0	0	0	0	0	0
gene_4975	0.46588816574164	-0.949928063045303	168	Putative uncharacterized protein	 	Ophiostoma piceae			---NA---	0	-		N	0	0	0	0	0	2	0	0
gene_4976	0.175387107701771	0.433786545470403	855	DNA replication licensing factor mcm2 (Cell division control protein 19/Minichromosome maintenance protein 2)	Togninia minima	Ophiostoma piceae	K02540	MCM2; minichromosome maintenance protein 2	dna replication licensing factor mcm2	14	P:S phase of mitotic cell cycle; C:replication fork protection complex; P:double-strand break repair via break-induced replication; C:DNA replication preinitiation complex; C:MCM complex; F:ATP binding; F:DNA replication origin binding; P:DNA strand elongation involved in DNA replication; P:DNA-dependent DNA replication initiation; C:pre-replicative complex; P:pre-replicative complex assembly; F:single-stranded DNA binding; C:cytoplasm; F:chromatin binding	-	N	0	4	0	0	0	0	0	0
gene_4977	0.911709877925133	-1.49744362920056	567	Metaphase-anaphase transition protein Mlo2	Metarhizium acridum	Ophiostoma piceae	K11979	UBR7; E3 ubiquitin-protein ligase UBR7 [EC:6.3.2.19]	metaphase-anaphase transition protein	4	F:zinc ion binding; P:protein ubiquitination; F:ubiquitin-protein ligase activity; C:cellular_component		N	0	0	0	0	0	2	2	2
gene_4978	0	0	499	Putative uncharacterized protein	Colletotrichum sublineola	Ophiostoma piceae			hypothetical protein CMQ_2955	0	-		N	0	0	0	0	0	0	0	0
gene_4979	0	0	750	Lipid acyl hydrolase	Grosmannia clavigera	Ophiostoma piceae			lipid acyl hydrolase	2	F:hydrolase activity; P:lipid metabolic process	-	N	0	0	0	0	0	0	0	0
gene_498	1.80730850957332	-0.0654070347117552	77	DNA-directed RNA polymerases I, II, and III subunit RPABC5	Grosmannia clavigera	Grosmannia clavigera	K03007	RPB10, POLR2L; DNA-directed RNA polymerases I, II, and III subunit RPABC5	dna-directed rna polymerases i ii iii subunit 10	4	F:DNA-directed RNA polymerase activity; P:transcription, DNA-dependent; F:DNA binding; F:zinc ion binding	EC:2.7.7.6	N	4	6	0	8	2	0	2	0
gene_4980	0	0	449	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_6320	0	-		N	0	0	0	0	0	0	0	0
gene_4981	0	0	389	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			methyltransferase domain-containing protein	3	F:methyltransferase activity; F:transferase activity; P:methylation		N	0	0	0	0	0	0	0	0
gene_4982	0	0	105	Methyltransferase domain-containing protein 	Beauveria bassiana	Ophiostoma piceae			methyltransferase domain-containing protein	0	-		N	0	0	0	0	0	0	0	0
gene_4983	1.07327917380725	-1.65377469550289	613	Putative uncharacterized protein	Nectria haematococca	Ophiostoma piceae			bzip transcription	3	P:regulation of transcription, DNA-dependent; F:sequence-specific DNA binding; F:sequence-specific DNA binding transcription factor activity		N	0	0	0	0	0	2	4	0
gene_4984	0	0	279	Oleate activated transcription factor 3	Neurospora crassa	Ophiostoma piceae			fungal specific transcription factor domain-containing protein	7	P:oxidation-reduction process; P:regulation of transcription from RNA polymerase II promoter; F:zinc ion binding; F:sequence-specific DNA binding RNA polymerase II transcription factor activity; F:flavin adenine dinucleotide binding; F:UDP-N-acetylmuramate dehydrogenase activity; C:nucleus	EC:1.1.1.158	N	0	0	0	0	0	0	0	0
gene_4985	0	0	157	Putative uncharacterized protein	 				---NA---	0	-		N	0	0	0	0	0	0	0	0
gene_4986	0	0	602	N amino acid transport system protein (Methyltryptophan resistance protein)	Byssochlamys spectabilis	Ophiostoma piceae			amino acid	1	C:integral to membrane	-	N	0	0	0	0	0	0	0	0
gene_4987	0	0	217	Putative uncharacterized protein	 	Ophiostoma piceae			---NA---	0	-		N	0	0	0	0	0	0	0	0
gene_4989	0.46588816574164	-0.949928063045303	1 323	P43 5S RNA-binding protein (Thesaurin-B)	Grosmannia clavigera	Ophiostoma piceae			c2h2 finger domain	2	F:zinc ion binding; C:intracellular		N	0	0	0	0	0	2	0	0
gene_499	0.303695504032807	-0.684720916430889	718	Conserved hypothetical protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_4143	1	F:DNA binding		N	0	0	0	0	0	0	2	0
gene_4990	0	0	166	Thioesterase family protein	Grosmannia clavigera	Ophiostoma piceae	K07107	ybgC; acyl-CoA thioester hydrolase [EC:3.1.2.-]	thioesterase family protein	2	F:thiolester hydrolase activity; P:fatty acid biosynthetic process		N	0	0	0	0	0	0	0	0
gene_4991	0.594942125060499	-0.618672383271918	607	DRAP deaminase	Grosmannia clavigera	Ophiostoma piceae	K14655	RIB2, PUS8; tRNA pseudouridine synthase 8 / 2,5-diamino-6-(5-phospho-D-ribitylamino)-pyrimidin-4(3H)-one deaminase [EC:5.4.99.-]	drap deaminase	3	F:RNA binding; P:pseudouridine synthesis; F:pseudouridine synthase activity	EC:5.4.99.12	N	0	1	0	2	0	2	0	0
gene_4992	0	0	311	PI-PLC X domain-containing protein At5g67130	Grosmannia clavigera	Ophiostoma piceae			tat pathway signal sequence	2	P:lipid metabolic process; F:phosphoric diester hydrolase activity	EC:3.1.4.0	Y	0	0	0	0	0	0	0	0
gene_4993	2.59502435850935	-0.404385981013078	408	Biotin synthase	Coniosporium apollinis	Ophiostoma piceae	K01012	bioB; biotin synthetase [EC:2.8.1.6]	biotin synthase	4	F:biotin synthase activity; F:pyridoxal phosphate binding; F:iron-sulfur cluster binding; P:biotin biosynthetic process	EC:2.8.1.6	N	4	10	0	8	4	0	0	4
gene_4994	1.94875984535998	-2.01393762888641	508	Carboxylic acid transport protein	Ophiocordyceps sinensis	Ophiostoma piceae			carboxylic acid transport protein	3	P:transmembrane transport; C:integral to membrane; F:transmembrane transporter activity	-	N	0	0	0	2	0	8	0	0
gene_4995	0	0	408	Transcription initiation factor TFIID subunit 8 (TBP-associated factor 8)	Grosmannia clavigera	Ophiostoma piceae			bromodomain associated protein	1	F:molecular_function		N	0	0	0	0	0	0	0	0
gene_4996	165.223873230273	0.159568351869521	316	Guanine nucleotide-binding protein subunit beta-like protein (Cross-pathway control WD-repeat protein cpc-2)	Colletotrichum gloeosporioides	Sporothrix schenckii	K14753	RACK1; guanine nucleotide-binding protein subunit beta-2-like 1 protein	guanine nucleotide-binding protein subunit beta-like protein	1	P:mycelium development	-	N	196	269	112	224	111	32	114	256
gene_4997	0	0	632	Major facilitator superfamily transporter	Grosmannia clavigera	Sporothrix schenckii			major facilitator superfamily transporter	1	C:membrane	-	N	0	0	0	0	0	0	0	0
gene_4998	8.77326948792333	0.270508294290409	863	Eukaryotic translation initiation factor 3 subunit C (eIF3c)	Grosmannia clavigera	Ophiostoma piceae	K03252	EIF3C; translation initiation factor 3 subunit C	eukaryotic translation initiation factor 3	4	C:eukaryotic translation initiation factor 3 complex; P:translational initiation; P:mycelium development; F:translation initiation factor activity	-	N	22	34	2	22	0	4	16	8
