Gene_ID	Level	logFC	Size..aa.	Final.Description	X.1st.BLASTp.hit...if.blank..see.next.column.	X.1st.BLASTp.hit...blank.are.real.orphans..	KO.	Name.KEGG	Annotation	X.GO.Terms	GO.Terms	Enzyme.Code	SignalP	A_T1_Rep1	A_T1_Rep2	A_T1_Rep3	A_T1_Rep4	A_T2_Rep1	A_T2_Rep2	A_T2_Rep3	A_T2_Rep4
gene_4356	4.44700966637808	1.30427091595587	809	Arginine N-methyltransferase skb1	Grosmannia clavigera	Ophiostoma piceae	K02516	PRMT5, HSL7; protein arginine N-methyltransferase 5 [EC:2.1.1.125]	protein arginine n-methyltransferase	2	P:protein methylation; F:methyltransferase activity	EC:2.1.1.0	N	2	14	12	12	0	0	4	4
gene_4357	12.3317236582039	-0.436395916654413	829	Pre-mRNA splicing factor RNA helicase	Grosmannia clavigera	Ophiostoma piceae	K12820	DHX15, PRP43; pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15/PRP43 [EC:3.6.4.13]	pre-mrna splicing factor atp-dependent rna helicase prp43	3	F:nucleic acid binding; F:ATP binding; F:ATP-dependent helicase activity	-	N	6	39	18	10	4	10	15	12
gene_4358	0	0	80	Putative uncharacterized protein	Stachybotrys chlorohalonata	Sporothrix schenckii			hypothetical protein MAC_03617	0	-		N	0	0	0	0	0	0	0	0
gene_4359	9.11466104232399	0.933141920618529	696	tRNA uracil-C5-methyltransferase	Grosmannia clavigera	Ophiostoma piceae	K15331	TRMT2B, TRM2; tRNA (uracil-5-)-methyltransferase [EC:2.1.1.35]	trna methyltransferase	3	P:macromolecule methylation; F:RNA methyltransferase activity; P:RNA processing	-	N	20	8	10	24	0	2	10	10
gene_436	13.7113590864367	1.80586443821776	919	Nodulation protein l	Grosmannia clavigera	Ophiostoma piceae			nodulation protein l	1	P:transcription, DNA-dependent	-	N	46	45	37	16	0	2	4	22
gene_4360	6.36992620760611	-0.19600078195051	608	Gamma-glutamyltranspeptidase	Grosmannia clavigera	Ophiostoma piceae	K00681	ggt; gamma-glutamyltranspeptidase [EC:2.3.2.2]	gamma-glutamyltranspeptidase-like partial	1	F:transferase activity	-	Y	4	14	20	4	4	0	0	20
gene_4361	6.33992714999646	-0.067372776341734	583	Alpha-mannosyltransferase	Grosmannia clavigera	Ophiostoma piceae	K03844	ALG11; alpha-1,2-mannosyltransferase [EC:2.4.1.-]	alpha- -mannosyltransferase alg11	5	C:endoplasmic reticulum membrane; F:GDP-Man:Man3GlcNAc2-PP-Dol alpha-1,2-mannosyltransferase activity; P:mycelium development; P:protein glycosylation; C:integral to membrane	EC:2.4.1.131	N	6	16	18	4	4	5	0	8
gene_4362	0.777890566626287	-1.35376429501305	447	Mitochondrial inner membrane protein OXA1L (Oxidase assembly 1-like protein)	Grosmannia clavigera	Ophiostoma piceae			mitochondrial export translocase oxa2	3	C:integral to membrane; P:protein insertion into membrane; C:membrane		N	0	0	0	0	0	0	0	10
gene_4363	9.41605436118458	-0.314383537639125	272	Syntaxin pep12	Neurospora crassa	Ophiostoma piceae	K13813	STX12, STX13; syntaxin 12/13	snare domain-containing protein	5	C:membrane; F:SNAP receptor activity; C:intracellular; P:vesicle-mediated transport; P:intracellular protein transport	-	N	22	24	11	2	4	2	4	30
gene_4364	19.7349605854559	-0.270857446388138	719	Ring assembly protein 3	Togninia minima	Ophiostoma piceae			cro1 protein	2	P:biological_process; C:cellular_component		N	40	36	25	14	14	8	12	10
gene_4365	1.51876720237389	0.705946083217187	440	RNA polymerase II transcription factor	Grosmannia clavigera	Ophiostoma piceae	K03143	TFIIH3, GTF2H3, TFB4; transcription initiation factor TFIIH subunit 3		3	P:regulation of transcription, DNA-dependent; P:nucleotide-excision repair; C:core TFIIH complex		N	2	13	3	0	0	2	0	2
gene_4365.1	42.3474044524901	0.406285720160036	927	Chitin synthase 3	Grosmannia clavigera	Ophiostoma piceae	K00698	CHS1; chitin synthase [EC:2.4.1.16]	glycosyltransferase family 2 protein	5	F:chitin synthase activity; C:plasma membrane; P:chitin biosynthetic process; C:integral to membrane; P:cellular cell wall organization	EC:2.4.1.16	N	68	119	98	41	11	49	20	23
gene_4366	11.4570158569584	0.561122304055534	114	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_6751	0	-		N	38	22	13	12	0	2	10	30
gene_4367	9.29023787739939	0.600446368029166	307	Methyltransferase	Grosmannia clavigera	Ophiostoma piceae			methyltransferase	2	F:methyltransferase activity; P:methylation	EC:2.1.1.0	N	34	16	13	8	0	10	4	17
gene_4368	14.1697444586218	1.61727771733159	600	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_6622	0	-		Y	35	64	40	14	0	4	4	24
gene_4369	47.8121950910794	2.03757084227585	1 465	NB-ARC domain containing protein	Grosmannia clavigera	Ophiostoma piceae			nb-arc domain containing protein	1	F:binding	-	N	138	188	124	64	0	8	25	40
gene_437	4.93302510085633	-0.919488801255958	1 191	Oleate activated transcription factor 3	Grosmannia clavigera	Ophiostoma piceae			fungal specific transcription factor domain-containing protein	1	P:transcription, DNA-dependent	-	N	1	4	2	8	2	2	8	8
gene_4370	44.9937534498148	0.634114512475175	1 304	Ankyrin repeat containing protein	Grosmannia clavigera	Ophiostoma piceae			ankyrin repeat containing protein	0	-		N	122	112	68	48	14	52	2	35
gene_4372	25.6397370805235	0.211341539715138	805	Protein SDA1 (Severe depolymerization of actin protein 1)	Grosmannia clavigera	Ophiostoma piceae	K14856	SDA1, SDAD1; protein SDA1	sda1 domain protein	0	-		N	34	65	28	40	6	26	6	51
gene_4373	17.9026220654753	1.27765562812091	441	HMG-I/HMG-Y DNA-binding protein	Grosmannia clavigera	Ophiostoma piceae			at hook motif family protein	1	F:DNA binding		N	26	62	62	24	0	12	12	12
gene_4374	1.85729508979241	2.23713236865706	724	CAMK protein kinase 	Gaeumannomyces graminis	Ophiostoma piceae			camk family protein kinase	12	F:kinase activity; F:ATP binding; F:protein kinase activity; P:phosphorylation; P:protein phosphorylation; F:transferase activity, transferring phosphorus-containing groups; F:protein serine/threonine kinase activity; F:transferase activity; F:nucleotide binding; F:sequence-specific DNA binding transcription factor activity; F:DNA binding; P:regulation of transcription, DNA-dependent		N	12	8	2	2	0	0	0	0
gene_4375	0.107670408794047	0.28136094502011	492	Putative uncharacterized protein	Glarea lozoyensis	Ophiostoma piceae			hypothetical protein BDDG_04419	0	-		N	0	2	0	0	0	0	0	0
gene_4376	58.5364922924742	0.733453047860085	632	Bzip transcription factor	Grosmannia clavigera	Ophiostoma piceae			bzip transcription factor	1	F:binding	-	N	86	224	128	65	7	50	36	54
gene_4377	5.08736842980403	3.48216895441155	1 206	Putative uncharacterized protein	Togninia minima	Ophiostoma piceae			pathway-specific nitrogen regulator	2	F:molecular_function; C:cellular_component		N	36	15	6	6	0	0	0	0
gene_4378	6.64526009655721	0.299399182694881	432	DSC E3 ubiquitin ligase complex subunit 3 (Defective for SREBP cleavage protein 3)	Sordaria macrospora	Ophiostoma piceae			conserved membrane protein	0	-		N	18	16	12	4	0	2	4	24
gene_4379	13.9924078802105	-0.430174837173395	405	Chorismate synthase	Togninia minima	Ophiostoma piceae	K01736	aroC; chorismate synthase [EC:4.2.3.5]	chorismate synthase	6	C:cytoplasm; F:riboflavin reductase (NADPH) activity; P:chorismate biosynthetic process; P:aromatic amino acid family biosynthetic process; F:chorismate synthase activity; P:oxidation-reduction process	EC:1.5.1.30; EC:4.2.3.5	N	20	32	21	8	4	16	16	10
gene_438	8.83442712559383	0.821060094381172	661	AP-3 complex subunit mu-1/Mu-adaptin 3A	Verticillium alfalfae	Ophiostoma piceae	K12398	AP3M; AP-3 complex subunit mu	adaptor complexes medium subunit family protein	1	P:transport	-	N	18	22	26	10	0	8	4	14
gene_4380	14.1491341688327	0.586557316247161	394	Hydroxymethylglutaryl-lyase	Cordyceps militaris	Ophiostoma piceae	K01640	E4.1.3.4, HMGCL, hmgL; hydroxymethylglutaryl-CoA lyase [EC:4.1.3.4]	hydroxymethylglutaryl- lyase	4	P:nitrogen compound metabolic process; F:hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds; P:cellular protein modification process; F:lyase activity	-	N	8	34	38	26	4	0	12	18
gene_4381	11.237108296682	-0.88139841942925	547	Probable oxidoreductase OrdL	Neofusicoccum parvum	Ophiostoma piceae			fad dependent oxidoreductase	3	P:oxidation-reduction process; F:oxidoreductase activity; C:cellular_component		N	22	18	2	6	10	6	8	4
gene_4382	0.169608380762695	0.421389489764805	287	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_6863	0	-		N	2	0	0	0	0	0	0	0
gene_4383	5.70915289190875	0.381604078362421	410	Putative uncharacterized protein	Colletotrichum fioriniae	Ophiostoma piceae			hypothetical protein CH063_03828	0	-		N	2	22	4	12	0	16	0	0
gene_4384	3.64486836286969	-0.334845246529395	375	Deoxyhypusine synthase	Grosmannia clavigera	Ophiostoma piceae	K00809	E2.5.1.46, dys1; deoxyhypusine synthase [EC:2.5.1.46]	deoxyhypusine synthase	4	C:cytoplasm; F:deoxyhypusine synthase activity; P:peptidyl-lysine modification to hypusine; P:deoxyhypusine biosynthetic process from spermidine	EC:2.5.1.46	N	4	19	3	0	0	0	2	22
gene_4385	27.571999389389	-0.535953872645347	2 697	Nuclear receptor corepressor 2	Grosmannia clavigera	Ophiostoma piceae			myb-like dna-binding domain-containing protein	3	F:chromatin binding; C:nucleus; F:DNA binding		N	38	34	34	28	10	26	14	66
gene_4386	29.9830347975256	-0.885121523180412	433	Beta-lactamase family protein	Grosmannia clavigera	Ophiostoma piceae			beta-lactamase family protein	0	-		N	40	42	30	20	2	52	48	22
gene_4387	23.9469342548948	0.638060591400918	406	Mannosyl phosphorylinositol ceramide synthase SUR1	Colletotrichum orbiculare	Ophiostoma piceae			glycosyltransferase family 32 protein	1	F:transferase activity		N	42	44	60	35	2	42	8	6
gene_4388	19.7072356707136	0.39558331067997	395	Putative uncharacterized protein	Fusarium verticillioides	Ophiostoma piceae			integral membrane protein	0	-		N	28	49	45	24	10	10	4	19
gene_4389	7.90001237566186	1.03226511536096	367	Phosphorylcholine phosphatase	Cordyceps militaris	Ophiostoma piceae			phosphorylcholine phosphatase	0	-		Y	30	6	32	4	0	6	8	0
gene_439	4.7819791785804	-0.493029434854434	96	Exosome complex exonuclease	Trichoderma reesei	Ophiostoma piceae			exosome complex exonuclease	1	F:exonuclease activity	-	N	6	5	0	8	0	16	0	6
gene_4390	9.23794813518759	-0.605235281597775	310	Putative uncharacterized protein	Stachybotrys chartarum	Ophiostoma piceae			tetraspanin tsp3	0	-		Y	4	28	18	4	2	18	0	26
gene_4391	24.0961899527279	0.521224603394358	1 174	Bud site selection protein 6 (Actin-interacting protein 3)	Togninia minima	Sporothrix schenckii			bud site selection protein 6	0	-		N	32	46	50	42	4	8	10	62
gene_4392	7.14028475330933	-2.84211086437266	441	Tetracycline resistance protein from transposon Tn4351/Tn4400	Togninia minima	Ophiostoma piceae			tetracycline resistance protein from transposon	3	P:oxidation-reduction process; F:oxidoreductase activity; P:metabolic process		N	0	4	0	2	0	14	12	29
gene_4393	0	0	195	Putative uncharacterized protein	Trichoderma atroviride	Ophiostoma piceae			hypothetical protein TRIATDRAFT_178855, partial	0	-		N	0	0	0	0	0	0	0	0
gene_4394	5.5780083736117	-0.441185242795702	610	Btb/poz-like protein	Grosmannia clavigera	Ophiostoma piceae			btb poz domain-containing protein	2	; F:organic cyclic compound binding	-	N	0	14	24	0	0	10	2	18
gene_4395	6.61525518242297	0.0741582326120555	550	Putative uncharacterized protein	Colletotrichum fioriniae	Ophiostoma piceae			hypothetical protein GLRG_10255	0	-		N	19	11	10	4	0	0	12	12
gene_4396	6.9603491841812	1.01109845215165	726	DNA mismatch repair protein MLH3 (MutL protein homolog 3)	Grosmannia clavigera	Sporothrix schenckii	K08739	MLH3; DNA mismatch repair protein MLH3	dna mismatch repair protein	3	C:intracellular part; P:cellular process; F:binding	-	N	10	22	26	8	0	0	8	8
gene_4397	24.3463232228401	0.897162627109587	1 038	Vacuolar protein sorting-associated protein 11 homolog	Togninia minima	Ophiostoma piceae			vacuolar membrane protein	2	F:metal ion binding; P:transport	-	N	58	48	58	34	0	4	22	46
gene_4398	3.5621198855758	-0.579723025719158	445	Hydroxymethylglutaryl-lyase	Grosmannia clavigera	Ophiostoma piceae	K03800	lplA; lipoate-protein ligase A [EC:2.7.7.63]	lipoate-protein ligase a	1	F:catalytic activity	-	N	4	2	5	4	2	0	6	2
gene_4399	5.01748420353681	-0.661458903784656	639	Ras family GTP-binding protein rho1p	Grosmannia clavigera	Ophiostoma piceae			rho family gtpase 1	1	P:cellular process	-	N	0	6	6	8	0	17	0	8
gene_44	1.25647990633368	-0.800526368139958	810	Ankyrin repeat and protein kinase domain-containing protein 1	Colletotrichum fioriniae	Colletotrichum fioriniae			ankyrin repeat protein	0	-		N	0	6	0	0	0	0	0	12
gene_440	6.13973365976676	0.554337850756822	429	Exosome complex component rrp4 (Ribosomal RNA-processing protein 4)	Grosmannia clavigera	Ophiostoma piceae	K03679	RRP4, EXOSC2; exosome complex component RRP4	exosome component 2	1	F:exonuclease activity		N	12	26	12	4	0	0	4	21
gene_4400	0	0	69	Putative uncharacterized protein	 				---NA---	0	-		N	0	0	0	0	0	0	0	0
gene_4401	22.7767358134266	-0.911528482183396	479	Aminotransferase class I and II	Colletotrichum gloeosporioides	Ophiostoma piceae	K14264	BNA3; kynurenine aminotransferase [EC:2.6.1.7]	kynurenine-oxoglutarate transaminase 1	4	F:pyridoxal phosphate binding; F:kynurenine-oxoglutarate transaminase activity; P:kynurenic acid biosynthetic process; C:mitochondrion	EC:2.6.1.7	N	36	26	34	8	8	32	20	34
gene_4402	79.1435418256038	-1.55424182472431	539	Putative aldehyde dehydrogenase-like protein C922.07c	Togninia minima	Sporothrix schenckii			aldehyde dehydrogenase	2	P:metabolic process; F:oxidoreductase activity	-	N	84	78	28	48	6	216	48	190
gene_4403	0.70659613922937	1.27094287126327	515	Cruciform cutting endonuclease 1, mitochondrial	Botrytis cinerea	Ophiostoma piceae			hypothetical protein BC1G_15102	2	F:nucleic acid binding; F:DNA binding		N	2	0	4	2	0	0	0	0
gene_4404	13.0942418615096	-0.962805029604595	1 103	Cell morphogenesis protein	Grosmannia clavigera	Ophiostoma piceae			ram signaling pathway protein	2	P:biological_process; C:cellular_component		N	13	31	6	8	4	12	18	22
gene_4405	3.00314613616801	1.09262723455412	498	Zinc metallopeptidase	Grosmannia clavigera	Ophiostoma piceae	K01485	E3.5.4.1, codA; cytosine deaminase [EC:3.5.4.1]	zinc metallopeptidase	1	F:hydrolase activity		N	4	17	2	6	0	0	0	10
gene_4406	22.3451384209593	0.616419334889314	954	GTPase-activating protein GYP5	Grosmannia clavigera	Ophiostoma piceae			gtpase-activating protein gyp5	3	F:Rab GTPase activator activity; C:intracellular; P:positive regulation of Rab GTPase activity	-	N	38	67	36	32	0	11	29	20
gene_4407	75.9508061273928	0.70377298111903	202	40S ribosomal protein S8-B	Chaetomium globosum	Ophiostoma piceae	K02995	RP-S8e, RPS8; small subunit ribosomal protein S8e	40s ribosomal protein s8	3	C:ribosome; F:structural constituent of ribosome; P:translation	-	N	154	224	191	70	8	63	26	136
gene_4408	0	0	427	Putative uncharacterized protein	 	Ophiostoma piceae			---NA---	0	-		N	0	0	0	0	0	0	0	0
gene_4409	16.0972250352352	-0.223589087320425	330	Steroid alpha reductase family protein	Grosmannia clavigera	Ophiostoma piceae	K10258	TER; enoyl reductase [EC:1.3.1.-]	enoyl reductase tsc13	4	C:integral to membrane; C:cytoplasm; F:oxidoreductase activity, acting on the CH-CH group of donors; P:lipid metabolic process	-	N	15	30	33	17	8	8	14	14
gene_441	2.85611519938644	0.128520126346531	97	Putative uncharacterized protein	 				---NA---	0	-		N	3	12	3	3	0	1	3	8
gene_4410	11.2436424658177	1.22936670064667	832	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_6771	1	P:biological_process		N	20	36	30	18	0	0	6	26
gene_4411	23.4221856281197	-0.155186518408542	274	Adenylate kinase 1	Grosmannia clavigera	Ophiostoma piceae	K00939	E2.7.4.3, adk; adenylate kinase [EC:2.7.4.3]	adenylate kinase	8	C:cytosol; P:nucleotide phosphorylation; F:adenylate kinase activity; P:mycelium development; C:mitochondrial intermembrane space; F:ATP binding; P:DNA-dependent DNA replication initiation; P:ADP biosynthetic process	EC:2.7.4.3	N	31	57	42	19	8	10	28	23
gene_4412	26.9117661186982	0.203620387897037	372	26S proteasome regulatory subunit rpn-8	Myceliophthora thermophila	Ophiostoma piceae	K03038	PSMD7, RPN8; 26S proteasome regulatory subunit N8	26s proteasome regulatory subunit rpn-8	1	C:proteasome complex	-	N	41	40	63	34	10	2	7	79
gene_4413	0.263248522119304	-0.109478650521067	235	Coproporphyrinogen 3 oxidase	Grosmannia clavigera	Ophiostoma piceae			coproporphyrinogen 3 oxidase	6	F:coproporphyrinogen oxidase activity; P:oxidation-reduction process; P:porphyrin-containing compound biosynthetic process; F:zinc ion binding; F:ubiquitin thiolesterase activity; P:ubiquitin-dependent protein catabolic process		N	0	2	0	0	0	0	0	2
gene_4414	19.4303061940415	-2.98965095289791	476	Coproporphyrinogen 3 oxidase	Grosmannia clavigera	Ophiostoma piceae	K00228	hemF, CPOX; coproporphyrinogen III oxidase [EC:1.3.3.3]	coproporphyrinogen iii oxidase	4	P:porphyrin-containing compound biosynthetic process; P:mycelium development; F:coproporphyrinogen oxidase activity; P:oxidation-reduction process	EC:1.3.3.3	N	7	10	8	1	34	4	4	4
gene_4415	73.298782224082	0.795316552290238	118	Autophagy-related protein 8	Grosmannia clavigera	Ophiostoma piceae	K08341	GABARAP, ATG8, LC3; GABA(A) receptor-associated protein (autophagy-related protein 8)	autophagic death protein	12	C:cytosol; C:extrinsic to membrane; C:autophagic vacuole membrane; C:fungal-type vacuole membrane; P:CVT pathway; P:mitochondrion degradation; P:piecemeal microautophagy of nucleus; C:pre-autophagosomal structure; P:autophagic vacuole assembly; C:CVT vesicle membrane; P:cellular membrane fusion; P:ER to Golgi vesicle-mediated transport	-	N	115	195	184	104	6	45	53	90
gene_4416	20.9531161455254	0.552626542561563	818	Adhesion defective protein 1	Grosmannia clavigera	Ophiostoma piceae			topoisomerase ii-associated protein pat1	0	-		N	44	67	31	23	2	12	6	58
gene_4417	25.9715006028779	-0.74340750848975	1 257	Vacuolar morphogenesis protein	Togninia minima	Ophiostoma piceae			vacuolar morphogenesis protein	1	F:small GTPase regulator activity		N	30	52	18	22	22	12	8	35
gene_4418	0	0	107	Putative uncharacterized protein	 	Ophiostoma piceae			---NA---	0	-		Y	0	0	0	0	0	0	0	0
gene_4419	0.140469290806719	0.35720130305976	73	Diphthamide biosynthesis protein 3	Grosmannia clavigera	Ophiostoma piceae	K15455	KTI11, DPH3; diphthamide biosynthesis protein 3	diphthamide biosynthesis protein 3	6	C:cytoplasm; P:peptidyl-diphthamide biosynthetic process from peptidyl-histidine; F:electron carrier activity; F:iron ion binding; C:nucleus; P:tRNA wobble uridine modification	-	N	0	0	0	1	0	0	0	0
